VMON,IMONJ,IMONF
1000.0,0.533222230143,0.0
2000.0,1.74333333969,0.0
3000.0,3.39544447952,0.174000002195
4000.0,5.56444438299,0.654933334986
5000.0,8.00133333842,1.04000002146
6000.0,10.6000003815,1.55426662125
7000.0,18.3035112288,2.37360004087
8000.0,23.5786449183,3.87986657898
9000.0,29.3907111293,6.18686674436
9500.0,32.8236886966,8.2477332512
