VMON,IMONJ,IMONF
1000.0,1.02296664522,0.0337333327408
2000.0,2.76225562886,0.118533335042
3000.0,5.11135571008,0.307133336514
4000.0,7.92172216674,0.599733343422
5000.0,10.9211110399,0.791466676493
6000.0,14.4905891008,1.10413336764
7000.0,18.4642331874,1.59046664044
8000.0,22.7540221522,2.63159997235
9000.0,27.1852332448,4.39100007892
9500.0,29.100699936,6.10880004406
