VMON,IMONJ,IMONF
1000.0,1.76525555882,0.0299999993294
2000.0,4.95187777835,0.579999998212
3000.0,9.04871105085,1.32873334579
4000.0,13.6587889847,2.12126660836
5000.0,18.9013999285,2.99959994823
6000.0,25.0792557151,4.08399999628
7000.0,32.5898223986,5.87999997292
8000.0,39.9953776969,9.33900002529
9000.0,48.5137110625,13.8193999201
