VMON,IMONJ,IMONF
1000.0,0.636488888102,0.0856666664903
2000.0,1.55993333851,0.310000000522
3000.0,2.7919221503,0.554400005986
4000.0,4.33307780977,0.810333319629
5000.0,6.27114446572,1.09006664822
6000.0,8.52902231677,1.44040001447
7000.0,11.7728000495,2.00619996851
8000.0,14.7928666651,3.08373334805
9000.0,18.6566110775,4.92466670672
9500.0,20.6962667488,6.14006670654
