VMON,IMONJ,IMONF
1000.0,0.657211108711,0.119399997443
2000.0,1.50376669148,0.290666658618
3000.0,2.87762225929,0.561599991173
4000.0,4.38431110632,0.978733331263
5000.0,6.39146667752,1.37933336114
6000.0,8.69051107032,1.82399999112
7000.0,11.6633333715,2.39546666423
8000.0,14.3213110513,3.42219995012
9000.0,17.2842555315,4.98906669219
9500.0,18.9536111465,6.41153318087
