VMON,IMONJ,IMONF
1000.0,0.781011114452,0.296333337203
2000.0,2.05942219602,0.837333342234
3000.0,3.81968883942,1.39999996126
4000.0,5.91533324679,1.91033338904
5000.0,8.43432220102,2.52360002359
6000.0,11.2820666058,3.07346659938
7000.0,14.3765777377,3.82999998331
8000.0,18.4366777784,5.10260008802
9000.0,23.3182110801,6.96493342638
9500.0,25.8400556077,8.50733349005
